m,r1,r2,mrec_map,mrec_ml,N0
2,0.192,-0.11,3,3,0.45
0,0.471,1.201,0,0,0.45
3,1.259,-1.326,3,3,0.45
1,-0.918,0.816,1,1,0.45
1,-0.431,1.439,1,1,0.45
2,-1.058,-0.201,2,2,0.45
3,0.18,0.008,3,0,0.45
1,-0.135,0.814,1,1,0.45
1,-0.192,0.827,1,1,0.45
1,-1.134,1.648,1,1,0.45
1,-0.499,1.202,1,1,0.45
3,1.325,-0.802,3,3,0.45
1,-1.176,1.683,1,1,0.45
3,1.096,-0.238,3,3,0.45
2,-0.15,-1.175,3,2,0.45
0,1.439,0.358,0,0,0.45
3,1.202,-1.816,3,3,0.45
3,0.324,-0.885,3,3,0.45
1,-0.439,0.737,1,1,0.45
1,-0.944,1.05,1,1,0.45
3,0.673,-0.875,3,3,0.45
3,0.31,-0.55,3,3,0.45
3,-0.09,0.061,1,1,0.45
2,-0.538,-0.334,2,2,0.45
3,0.518,-0.372,3,3,0.45
1,-1.011,0.26,1,1,0.45
3,1.058,-1.296,3,3,0.45
3,0.389,-1.149,3,3,0.45
1,-0.794,-0.008,1,2,0.45
2,-1.169,-0.784,2,2,0.45
3,0.998,-0.177,3,3,0.45
1,-0.177,0.811,1,1,0.45
3,0.514,-0.167,3,3,0.45
3,0.244,-0.94,3,3,0.45
3,0.652,-1.266,3,3,0.45
3,0.329,-1.011,3,3,0.45
2,-0.967,-0.738,2,2,0.45
1,-0.621,0.448,1,1,0.45
3,0.607,-0.287,3,3,0.45
2,-0.664,-0.932,2,2,0.45
1,-1.535,0.751,1,1,0.45
1,-1.006,0.559,1,1,0.45
0,-0.019,0.69,1,1,0.45
1,-1.055,0.157,1,1,0.45
3,0.281,-0.447,3,3,0.45
3,-0.136,0.395,1,1,0.45
1,-0.644,0.832,1,1,0.45
1,-0.009,0.972,1,1,0.45
3,0.322,-0.686,3,3,0.45
1,-0.85,0.803,1,1,0.45
3,0.507,-1.642,3,3,0.45
3,1.54,-0.692,3,3,0.45
2,-0.955,-1.148,2,2,0.45
3,-0.161,-0.216,3,2,0.45
1,-0.879,-0.256,2,2,0.45
2,0.403,-0.361,3,3,0.45
2,-0.698,-0.975,2,2,0.45
3,0.903,-0.574,3,3,0.45
1,-0.427,1.46,1,1,0.45
1,-0.653,1.164,1,1,0.45
3,0.172,-1.563,3,3,0.45
1,-1.39,0.839,1,1,0.45
3,1.925,-1.004,3,3,0.45
3,0.91,-0.757,3,3,0.45
3,0.89,-0.428,3,3,0.45
3,0.802,-0.635,3,3,0.45
1,-0.912,0.013,1,1,0.45
1,-2.08,1.504,1,1,0.45
3,0.771,-0.781,3,3,0.45
2,-0.906,-0.608,2,2,0.45
3,0.232,-1.811,3,3,0.45
1,-1.61,-0.188,2,2,0.45
1,-1.147,1.138,1,1,0.45
2,-0.603,-0.797,2,2,0.45
2,-1.863,-1.4,2,2,0.45
3,0.654,-0.917,3,3,0.45
3,0.778,-1.341,3,3,0.45
1,-0.39,1.099,1,1,0.45
1,-1.44,0.663,1,1,0.45
1,-1.188,0.748,1,1,0.45
1,-0.74,0.353,1,1,0.45
1,-0.217,0.786,1,1,0.45
3,1.54,-1.022,3,3,0.45
3,0.338,-0.559,3,3,0.45
2,-0.497,-0.533,2,2,0.45
3,1.417,-0.465,3,3,0.45
3,0.909,-1.031,3,3,0.45
1,-0.581,0.898,1,1,0.45
0,0.013,0.72,1,0,0.45
3,-0.216,-0.398,2,2,0.45
1,-0.553,1.072,1,1,0.45
1,-1.18,0.561,1,1,0.45
3,1.441,-0.227,3,3,0.45
1,0.025,-0.014,3,3,0.45
3,0.159,-0.095,3,3,0.45
3,0.946,-0.423,3,3,0.45
3,1.659,-0.239,3,3,0.45
3,0.683,-0.842,3,3,0.45
3,1.243,-0.315,3,3,0.45
3,0.006,-0.538,3,3,0.45
2,-1.292,-1.358,2,2,0.45
1,-1.038,1.142,1,1,0.45
1,-0.545,1.02,1,1,0.45
1,-1.604,1.31,1,1,0.45
1,-0.644,0.392,1,1,0.45
0,0.906,0.481,0,0,0.45
1,-0.308,-0.112,1,2,0.45
1,-1.677,1.201,1,1,0.45
3,0.239,-0.331,3,3,0.45
1,-0.665,0.869,1,1,0.45
1,-0.846,0.226,1,1,0.45
