m,r1,r2,mrec_map,mrec_ml,N0
1,-0.471,1.741,1,1,0.4
2,-0.686,-0.424,2,2,0.4
3,1.2,-0.772,3,3,0.4
3,1.152,-0.583,3,3,0.4
3,0.523,-0.387,3,3,0.4
0,0.619,0.835,0,0,0.4
3,0.695,-0.669,3,3,0.4
1,-0.524,1.314,1,1,0.4
1,-0.926,0.213,1,1,0.4
3,1.079,-1.48,3,3,0.4
1,-0.554,0.805,1,1,0.4
0,0.265,1.069,0,0,0.4
0,-0.335,0.141,1,1,0.4
1,-1.76,0.721,1,1,0.4
3,1.076,-0.508,3,3,0.4
2,-1.337,-0.723,2,2,0.4
3,0.939,-0.499,3,3,0.4
2,-0.316,-0.531,2,2,0.4
3,0.202,-1.199,3,3,0.4
2,-0.318,-0.723,2,2,0.4
1,0.37,0.635,0,0,0.4
3,-0.205,-0.457,2,2,0.4
1,-0.718,1.022,1,1,0.4
1,-1.706,0.838,1,1,0.4
1,-1.19,1.304,1,1,0.4
3,1.036,-0.76,3,3,0.4
1,-0.243,0.178,1,1,0.4
1,-1.048,1.087,1,1,0.4
3,1.051,-0.915,3,3,0.4
1,0.526,0.427,0,0,0.4
3,0.841,-0.763,3,3,0.4
1,-0.597,0.397,1,1,0.4
2,-0.873,-0.395,2,2,0.4
0,0.604,0.529,0,0,0.4
3,-0.12,-0.727,3,2,0.4
3,0.631,-0.186,3,3,0.4
1,-1.12,0.893,1,1,0.4
1,-0.678,0.156,1,1,0.4
1,-0.82,0.63,1,1,0.4
1,-0.495,0.45,1,1,0.4
1,-1.118,0.912,1,1,0.4
3,1.049,-0.4,3,3,0.4
1,-0.138,0.807,1,1,0.4
3,0.562,-1.144,3,3,0.4
0,1.362,0.532,0,0,0.4
1,-0.307,1.084,1,1,0.4
1,-1.337,0.271,1,1,0.4
3,0.926,-0.605,3,3,0.4
1,-0.019,0.465,1,1,0.4
3,0.951,-1.629,3,3,0.4
1,-0.798,1.142,1,1,0.4
1,-0.384,0.078,1,1,0.4
1,-0.164,0.703,1,1,0.4
1,0.082,0.163,1,0,0.4
1,-0.777,1.043,1,1,0.4
1,-0.53,1.2,1,1,0.4
3,1.097,-1.026,3,3,0.4
1,-0.078,0.789,1,1,0.4
3,-0.248,-0.344,2,2,0.4
2,-1.597,-1.289,2,2,0.4
1,-0.488,0.955,1,1,0.4
1,-0.565,0.646,1,1,0.4
3,0.028,0.28,1,0,0.4
3,0.619,-1.287,3,3,0.4
1,-0.512,0.213,1,1,0.4
1,-0.512,0.229,1,1,0.4
1,-0.649,0.984,1,1,0.4
1,0.3,1.233,0,0,0.4
3,0.988,-0.347,3,3,0.4
3,0.799,-1.243,3,3,0.4
3,0.157,-0.762,3,3,0.4
2,0.062,-0.426,3,3,0.4
1,-0.665,0.127,1,1,0.4
3,0.363,-0.454,3,3,0.4
2,-0.723,-0.595,2,2,0.4
2,-0.74,-0.506,2,2,0.4
3,0.735,-1.038,3,3,0.4
1,-0.351,0.855,1,1,0.4
3,0.665,-0.948,3,3,0.4
3,0.84,-0.748,3,3,0.4
3,0.944,-0.58,3,3,0.4
1,-0.296,0.567,1,1,0.4
3,0.715,0.214,3,0,0.4
1,-0.65,0.633,1,1,0.4
2,-1.295,-0.98,2,2,0.4
1,-0.543,0.773,1,1,0.4
3,0.919,-1.139,3,3,0.4
3,0.53,-0.662,3,3,0.4
1,-1.782,1.17,1,1,0.4
1,0.163,-0.193,3,3,0.4
2,-0.693,-0.371,2,2,0.4
1,-1.237,0.978,1,1,0.4
1,-0.957,0.73,1,1,0.4
1,-0.681,-0.095,1,2,0.4
3,0.634,-0.613,3,3,0.4
3,0.704,-0.694,3,3,0.4
1,-1.023,1.038,1,1,0.4
3,0.498,-0.472,3,3,0.4
1,0.136,1.437,1,0,0.4
3,0.598,-0.297,3,3,0.4
3,0.763,-0.71,3,3,0.4
2,-0.961,-0.224,2,2,0.4
3,-0.042,-0.317,3,2,0.4
1,-0.594,0.988,1,1,0.4
3,0.664,-0.535,3,3,0.4
1,-0.959,0.001,1,1,0.4
1,-0.716,1.21,1,1,0.4
3,0.508,-0.7,3,3,0.4
3,0.974,-0.658,3,3,0.4
3,1.199,-0.812,3,3,0.4
3,0.862,-0.725,3,3,0.4
