m,r1,r2,mrec_map,mrec_ml,N0
3,0.435,-0.441,3,3,0.1
2,-0.749,-0.875,2,2,0.1
3,0.577,-0.722,3,3,0.1
2,-0.826,-0.442,2,2,0.1
1,-0.959,0.818,1,1,0.1
1,-0.819,0.637,1,1,0.1
1,-0.938,0.713,1,1,0.1
1,-0.926,0.614,1,1,0.1
3,0.597,-0.736,3,3,0.1
3,0.351,-0.992,3,3,0.1
0,0.965,0.731,0,0,0.1
3,0.838,-0.626,3,3,0.1
0,0.541,0.517,0,0,0.1
3,0.585,-0.57,3,3,0.1
1,-0.402,0.795,1,1,0.1
3,0.246,-0.819,3,3,0.1
2,-0.569,-1.074,2,2,0.1
3,0.817,-0.345,3,3,0.1
3,0.5,-0.752,3,3,0.1
0,0.993,0.828,0,0,0.1
1,-0.484,0.766,1,1,0.1
1,-0.537,0.584,1,1,0.1
1,-0.255,0.324,1,1,0.1
1,-0.501,0.757,1,1,0.1
1,-0.624,0.935,1,1,0.1
1,-0.696,0.349,1,1,0.1
3,1.048,-0.528,3,3,0.1
1,-0.645,0.679,1,1,0.1
1,-0.728,0.823,1,1,0.1
3,0.747,-0.744,3,3,0.1
0,0.589,1.052,0,0,0.1
3,0.976,-0.913,3,3,0.1
0,0.232,0.217,0,0,0.1
1,-0.686,0.805,1,1,0.1
3,0.738,-0.793,3,3,0.1
1,-0.851,0.553,1,1,0.1
2,-0.893,-0.584,2,2,0.1
1,-1.162,0.777,1,1,0.1
3,0.834,-0.915,3,3,0.1
3,0.468,-0.677,3,3,0.1
3,0.934,-0.513,3,3,0.1
1,-0.475,0.642,1,1,0.1
1,-0.593,0.459,1,1,0.1
2,-0.968,-0.659,2,2,0.1
1,-0.871,0.916,1,1,0.1
3,0.865,-1.096,3,3,0.1
1,-0.734,0.658,1,1,0.1
1,-0.858,0.634,1,1,0.1
1,-0.522,0.943,1,1,0.1
2,-1.054,-0.855,2,2,0.1
3,0.522,-0.595,3,3,0.1
3,0.769,-0.866,3,3,0.1
3,0.885,-0.771,3,3,0.1
1,-0.814,1.106,1,1,0.1
1,-0.528,0.766,1,1,0.1
1,-0.115,0.694,1,1,0.1
2,-0.844,-0.905,2,2,0.1
1,-0.88,0.571,1,1,0.1
1,-0.497,1.15,1,1,0.1
3,0.937,-0.626,3,3,0.1
3,1.012,-0.189,3,3,0.1
1,-0.468,0.955,1,1,0.1
1,-0.736,0.994,1,1,0.1
1,-0.729,0.325,1,1,0.1
2,-0.623,-0.611,2,2,0.1
1,-0.833,0.733,1,1,0.1
1,-1.015,0.579,1,1,0.1
1,-0.563,0.734,1,1,0.1
3,0.766,-1.012,3,3,0.1
2,-0.82,-0.217,2,2,0.1
3,0.697,-0.795,3,3,0.1
1,-0.636,0.698,1,1,0.1
3,0.278,-0.699,3,3,0.1
1,-0.369,0.472,1,1,0.1
2,-0.853,-0.706,2,2,0.1
3,0.7,-0.644,3,3,0.1
3,0.965,-0.391,3,3,0.1
2,-0.733,-0.72,2,2,0.1
3,0.784,-0.778,3,3,0.1
0,0.708,0.973,0,0,0.1
1,-0.452,0.584,1,1,0.1
3,0.712,-1.003,3,3,0.1
3,0.749,-0.833,3,3,0.1
2,-0.671,-0.348,2,2,0.1
2,-0.849,-0.536,2,2,0.1
3,0.834,-0.966,3,3,0.1
3,0.612,-0.788,3,3,0.1
1,-0.864,0.625,1,1,0.1
2,-0.901,-0.643,2,2,0.1
0,0.724,0.651,0,0,0.1
3,0.498,-0.747,3,3,0.1
1,-0.706,0.881,1,1,0.1
3,0.778,-0.288,3,3,0.1
1,-0.682,0.454,1,1,0.1
2,-0.969,-0.965,2,2,0.1
3,0.709,-0.625,3,3,0.1
3,0.383,-0.737,3,3,0.1
3,0.746,-0.5,3,3,0.1
1,-0.923,0.53,1,1,0.1
1,-0.542,1.036,1,1,0.1
1,-1.082,0.598,1,1,0.1
0,0.736,0.581,0,0,0.1
3,0.158,-0.472,3,3,0.1
1,-0.756,0.379,1,1,0.1
1,-0.573,0.417,1,1,0.1
1,-0.773,0.778,1,1,0.1
3,0.432,-1.199,3,3,0.1
1,-0.873,0.91,1,1,0.1
3,0.8,-0.79,3,3,0.1
1,-0.732,1.257,1,1,0.1
3,0.572,-0.689,3,3,0.1
1,-0.409,0.989,1,1,0.1
1,-0.551,1.042,1,1,0.1
1,-0.23,1.076,1,1,0.1
1,-0.384,0.3,1,1,0.1
3,0.877,-0.709,3,3,0.1
3,0.643,-0.692,3,3,0.1
3,0.435,-0.744,3,3,0.1
3,0.77,-0.932,3,3,0.1
1,-0.717,0.942,1,1,0.1
1,-0.754,0.702,1,1,0.1
1,-0.429,0.984,1,1,0.1
3,0.741,-0.553,3,3,0.1
3,0.782,-0.872,3,3,0.1
3,0.652,-0.36,3,3,0.1
1,-0.696,0.34,1,1,0.1
1,-0.49,0.866,1,1,0.1
3,0.463,-0.562,3,3,0.1
2,-0.911,-0.924,2,2,0.1
3,0.483,-0.542,3,3,0.1
3,0.442,-0.642,3,3,0.1
3,0.832,-1.108,3,3,0.1
0,0.95,1.044,0,0,0.1
3,0.363,-1.063,3,3,0.1
1,-0.704,0.836,1,1,0.1
3,0.435,-0.637,3,3,0.1
2,-0.69,-0.642,2,2,0.1
2,-0.727,-0.429,2,2,0.1
3,0.736,-0.612,3,3,0.1
3,0.784,-0.962,3,3,0.1
1,-0.919,0.784,1,1,0.1
1,-0.89,1.131,1,1,0.1
0,0.533,0.834,0,0,0.1
1,-0.547,0.905,1,1,0.1
3,0.918,-0.992,3,3,0.1
3,1.022,-0.87,3,3,0.1
1,-0.645,0.765,1,1,0.1
1,-0.515,0.33,1,1,0.1
3,0.635,-0.604,3,3,0.1
3,0.944,-0.922,3,3,0.1
2,-0.649,-0.519,2,2,0.1
3,0.82,-0.526,3,3,0.1
1,-0.639,0.87,1,1,0.1
3,0.784,-0.572,3,3,0.1
3,0.536,-0.708,3,3,0.1
1,-0.659,0.898,1,1,0.1
1,-0.793,0.576,1,1,0.1
1,-0.652,0.675,1,1,0.1
1,-0.912,0.925,1,1,0.1
3,1.35,-0.458,3,3,0.1
3,1.049,-0.816,3,3,0.1
3,0.92,-0.647,3,3,0.1
1,-0.674,0.757,1,1,0.1
1,-0.822,0.495,1,1,0.1
3,0.413,-1.007,3,3,0.1
1,-0.83,0.87,1,1,0.1
3,0.917,-0.966,3,3,0.1
3,0.483,-0.858,3,3,0.1
1,-0.787,1.181,1,1,0.1
1,-0.663,0.852,1,1,0.1
1,-0.632,0.729,1,1,0.1
0,1.291,0.572,0,0,0.1
1,-0.566,1.07,1,1,0.1
3,0.781,-0.807,3,3,0.1
2,-0.799,-0.501,2,2,0.1
1,-0.918,0.762,1,1,0.1
2,-0.638,-1.006,2,2,0.1
2,-1.09,-0.765,2,2,0.1
2,-0.601,-0.387,2,2,0.1
3,0.758,-0.708,3,3,0.1
3,1.057,-1.07,3,3,0.1
1,-0.827,0.697,1,1,0.1
3,0.661,-0.534,3,3,0.1
1,-0.563,0.425,1,1,0.1
1,-0.863,0.241,1,1,0.1
1,-0.83,0.579,1,1,0.1
3,0.845,-0.738,3,3,0.1
0,0.954,0.416,0,0,0.1
3,0.793,-0.727,3,3,0.1
3,0.568,-0.766,3,3,0.1
1,-0.297,0.564,1,1,0.1
1,-0.693,0.33,1,1,0.1
2,-0.589,-0.983,2,2,0.1
1,-0.43,1.129,1,1,0.1
3,0.626,-0.586,3,3,0.1
3,0.927,-1.094,3,3,0.1
3,0.928,-0.462,3,3,0.1
1,-0.649,0.989,1,1,0.1
0,0.392,0.454,0,0,0.1
3,0.943,-0.916,3,3,0.1
1,-0.743,1.069,1,1,0.1
1,-0.502,0.58,1,1,0.1
1,-0.629,0.945,1,1,0.1
1,-0.399,0.998,1,1,0.1
3,0.949,-0.496,3,3,0.1
2,-0.234,-0.397,2,2,0.1
3,0.78,-0.945,3,3,0.1
1,-0.722,0.652,1,1,0.1
0,0.605,1.048,0,0,0.1
3,1.08,-0.655,3,3,0.1
3,0.664,-0.368,3,3,0.1
1,-1.022,0.872,1,1,0.1
2,-1.011,-0.615,2,2,0.1
2,-0.597,-0.784,2,2,0.1
1,-0.664,0.872,1,1,0.1
2,-0.813,-0.633,2,2,0.1
3,0.797,-0.794,3,3,0.1
1,-0.756,0.812,1,1,0.1
2,-0.681,-0.605,2,2,0.1
2,-1.224,-0.858,2,2,0.1
1,-0.484,0.451,1,1,0.1
0,0.591,0.494,0,0,0.1
2,-0.767,-0.975,2,2,0.1
2,-0.891,-0.512,2,2,0.1
2,-0.796,-0.702,2,2,0.1
3,0.994,-1.064,3,3,0.1
3,0.993,-0.563,3,3,0.1
2,-0.635,-0.591,2,2,0.1
3,0.89,-0.83,3,3,0.1
2,-0.517,-0.571,2,2,0.1
1,-0.466,0.358,1,1,0.1
3,0.418,-0.617,3,3,0.1
1,-0.341,0.865,1,1,0.1
1,-0.482,0.778,1,1,0.1
1,-0.871,0.788,1,1,0.1
1,-0.773,0.833,1,1,0.1
1,-0.517,0.46,1,1,0.1
1,-0.649,0.601,1,1,0.1
3,0.973,-0.392,3,3,0.1
3,0.975,-0.83,3,3,0.1
3,0.509,-0.715,3,3,0.1
3,0.371,-0.875,3,3,0.1
3,0.72,-0.643,3,3,0.1
1,-0.952,0.984,1,1,0.1
2,-0.766,-0.422,2,2,0.1
3,0.897,-0.853,3,3,0.1
1,-0.671,0.736,1,1,0.1
3,0.863,-0.958,3,3,0.1
1,-0.847,0.332,1,1,0.1
3,0.686,-1.332,3,3,0.1
1,-0.611,1.193,1,1,0.1
1,-0.86,0.48,1,1,0.1
3,1.124,-0.569,3,3,0.1
2,-0.687,-0.883,2,2,0.1
3,0.619,-0.727,3,3,0.1
1,-0.792,0.45,1,1,0.1
1,-0.802,0.597,1,1,0.1
2,-0.652,-0.484,2,2,0.1
1,-0.479,0.538,1,1,0.1
1,-0.893,0.487,1,1,0.1
1,-0.54,0.869,1,1,0.1
2,-0.334,-0.679,2,2,0.1
3,0.366,-0.621,3,3,0.1
3,0.466,-0.506,3,3,0.1
1,-0.867,0.797,1,1,0.1
3,0.405,-0.784,3,3,0.1
2,-0.29,-0.634,2,2,0.1
2,-0.756,-0.374,2,2,0.1
2,-0.619,-0.721,2,2,0.1
2,-0.849,-0.803,2,2,0.1
2,-0.503,-0.741,2,2,0.1
3,0.614,-0.959,3,3,0.1
3,0.425,-0.691,3,3,0.1
1,-0.421,0.914,1,1,0.1
1,-0.695,0.558,1,1,0.1
1,-1.121,0.767,1,1,0.1
3,0.599,-0.45,3,3,0.1
3,0.984,-0.714,3,3,0.1
1,-0.913,0.706,1,1,0.1
1,-0.797,0.518,1,1,0.1
1,-0.497,0.475,1,1,0.1
1,-0.711,0.764,1,1,0.1
1,-0.705,0.339,1,1,0.1
3,1.126,-0.611,3,3,0.1
1,-0.835,0.479,1,1,0.1
1,-0.694,0.278,1,1,0.1
1,-0.421,0.394,1,1,0.1
1,-0.798,0.872,1,1,0.1
2,-0.806,-0.63,2,2,0.1
2,-1.099,-0.829,2,2,0.1
3,0.885,-0.777,3,3,0.1
3,0.485,-0.745,3,3,0.1
2,-0.825,-0.416,2,2,0.1
2,-0.689,-0.85,2,2,0.1
3,0.86,-0.73,3,3,0.1
0,0.546,0.518,0,0,0.1
3,0.778,-1.28,3,3,0.1
3,0.715,-0.824,3,3,0.1
3,0.512,-0.268,3,3,0.1
1,-0.844,0.6,1,1,0.1
1,-0.72,0.717,1,1,0.1
1,-0.793,0.943,1,1,0.1
3,0.721,-0.726,3,3,0.1
3,1.082,-1.136,3,3,0.1
3,0.651,-0.757,3,3,0.1
0,0.41,0.52,0,0,0.1
1,-0.911,0.929,1,1,0.1
1,-1.078,0.659,1,1,0.1
1,-0.881,0.412,1,1,0.1
1,-0.876,0.646,1,1,0.1
2,-0.463,-1.297,2,2,0.1
3,0.722,-0.39,3,3,0.1
3,0.574,-0.485,3,3,0.1
3,0.49,-0.673,3,3,0.1
1,-0.873,0.838,1,1,0.1
3,0.471,-0.608,3,3,0.1
2,-0.722,-0.91,2,2,0.1
1,-0.582,1.087,1,1,0.1
1,-0.683,0.743,1,1,0.1
1,-0.846,0.737,1,1,0.1
1,-0.57,0.884,1,1,0.1
3,1.163,-0.838,3,3,0.1
3,0.796,-0.738,3,3,0.1
3,0.663,-0.431,3,3,0.1
3,0.778,-0.608,3,3,0.1
2,-0.77,-1.082,2,2,0.1
1,-0.843,0.752,1,1,0.1
2,-0.74,-0.768,2,2,0.1
3,0.292,-0.929,3,3,0.1
2,-0.805,-0.42,2,2,0.1
1,-0.461,0.905,1,1,0.1
1,-0.652,0.721,1,1,0.1
1,-0.978,0.595,1,1,0.1
2,-0.68,-0.732,2,2,0.1
0,0.791,0.646,0,0,0.1
3,1.035,-0.514,3,3,0.1
3,1.046,-0.693,3,3,0.1
3,0.646,-0.529,3,3,0.1
3,0.65,-0.919,3,3,0.1
3,0.513,-0.502,3,3,0.1
2,-0.926,-0.432,2,2,0.1
1,-0.526,0.961,1,1,0.1
2,-0.911,-0.51,2,2,0.1
1,-0.771,0.644,1,1,0.1
1,-0.677,0.615,1,1,0.1
3,0.466,-0.639,3,3,0.1
3,0.569,-0.493,3,3,0.1
1,-0.741,0.657,1,1,0.1
3,0.907,-0.689,3,3,0.1
2,-0.743,-0.629,2,2,0.1
2,-0.565,-1.018,2,2,0.1
1,-1.186,0.916,1,1,0.1
2,-0.728,-0.685,2,2,0.1
1,-0.722,0.666,1,1,0.1
3,0.662,-0.432,3,3,0.1
1,-0.798,0.417,1,1,0.1
3,0.553,-0.509,3,3,0.1
1,-1.047,0.699,1,1,0.1
1,-0.63,0.57,1,1,0.1
0,0.458,0.489,0,0,0.1
1,-0.478,0.826,1,1,0.1
1,-0.762,0.765,1,1,0.1
2,-0.358,-0.387,2,2,0.1
1,-0.505,0.703,1,1,0.1
1,-0.353,0.877,1,1,0.1
2,-0.476,-0.72,2,2,0.1
3,0.461,-0.678,3,3,0.1
1,-0.644,0.887,1,1,0.1
3,0.886,-0.627,3,3,0.1
3,0.785,-1.276,3,3,0.1
3,1.131,-0.762,3,3,0.1
1,-0.92,0.896,1,1,0.1
3,1.038,-0.737,3,3,0.1
0,0.397,0.666,0,0,0.1
1,-0.843,0.281,1,1,0.1
1,-1.306,0.769,1,1,0.1
0,0.283,1.354,0,0,0.1
1,-0.831,0.793,1,1,0.1
2,-0.559,-0.892,2,2,0.1
0,0.926,0.695,0,0,0.1
1,-0.604,0.31,1,1,0.1
3,0.549,-0.367,3,3,0.1
2,-0.464,-0.465,2,2,0.1
1,-0.518,0.332,1,1,0.1
3,0.825,-0.506,3,3,0.1
0,0.733,0.604,0,0,0.1
3,0.905,-1.038,3,3,0.1
1,-0.731,0.382,1,1,0.1
1,-0.364,0.751,1,1,0.1
3,0.74,-0.665,3,3,0.1
1,-0.446,0.824,1,1,0.1
1,-0.887,0.829,1,1,0.1
1,-0.909,0.866,1,1,0.1
2,-0.498,-0.994,2,2,0.1
3,0.344,-0.482,3,3,0.1
1,-0.789,1.049,1,1,0.1
2,-0.875,-0.565,2,2,0.1
1,-0.409,0.79,1,1,0.1
3,0.447,-0.797,3,3,0.1
3,0.603,-0.404,3,3,0.1
1,-0.475,0.955,1,1,0.1
3,0.778,-0.435,3,3,0.1
3,0.74,-0.738,3,3,0.1
1,-0.767,0.483,1,1,0.1
1,-0.788,0.642,1,1,0.1
1,-0.67,0.654,1,1,0.1
0,0.241,0.764,0,0,0.1
3,0.967,-0.82,3,3,0.1
3,0.762,-0.696,3,3,0.1
0,0.759,0.901,0,0,0.1
1,-0.614,0.753,1,1,0.1
3,0.468,-0.934,3,3,0.1
3,0.795,-0.239,3,3,0.1
3,0.731,-0.906,3,3,0.1
3,0.494,-0.711,3,3,0.1
3,0.771,-0.752,3,3,0.1
3,0.667,-0.913,3,3,0.1
3,0.718,-0.561,3,3,0.1
1,-0.429,0.434,1,1,0.1
1,-0.378,0.846,1,1,0.1
0,1.031,0.853,0,0,0.1
0,0.459,0.418,0,0,0.1
1,-0.438,1.147,1,1,0.1
2,-0.671,-0.766,2,2,0.1
3,0.962,-0.707,3,3,0.1
3,0.62,-0.676,3,3,0.1
0,0.677,0.732,0,0,0.1
3,0.665,-0.584,3,3,0.1
1,-1.022,0.875,1,1,0.1
1,-1.012,0.642,1,1,0.1
0,0.635,0.852,0,0,0.1
0,1.026,0.651,0,0,0.1
1,-0.896,0.959,1,1,0.1
3,0.223,-0.818,3,3,0.1
1,-0.428,0.909,1,1,0.1
1,-0.678,0.719,1,1,0.1
3,0.716,-1.33,3,3,0.1
3,0.818,-0.871,3,3,0.1
1,-0.772,0.66,1,1,0.1
3,0.493,-0.516,3,3,0.1
1,-0.858,1.139,1,1,0.1
1,-1.055,0.907,1,1,0.1
3,0.934,-0.678,3,3,0.1
1,-0.31,0.42,1,1,0.1
3,0.87,-0.52,3,3,0.1
3,0.471,-0.729,3,3,0.1
3,0.482,-0.576,3,3,0.1
1,-1.052,0.853,1,1,0.1
3,0.744,-0.72,3,3,0.1
2,-0.553,-0.663,2,2,0.1
1,-0.425,0.707,1,1,0.1
1,-0.787,0.593,1,1,0.1
3,1.188,-0.376,3,3,0.1
2,-0.604,-0.719,2,2,0.1
0,0.615,0.689,0,0,0.1
3,0.46,-0.452,3,3,0.1
2,-0.701,-0.685,2,2,0.1
0,0.572,0.454,0,0,0.1
