m,r1,r2,mrec_map,mrec_ml,N0
3,0.933,-0.754,3,3,0.15
3,0.64,-0.576,3,3,0.15
2,-0.885,-0.589,2,2,0.15
3,0.997,-0.793,3,3,0.15
3,0.663,-0.786,3,3,0.15
1,-0.654,0.652,1,1,0.15
2,-1.047,-1.04,2,2,0.15
2,-0.117,-0.774,2,2,0.15
3,1.032,-0.575,3,3,0.15
1,-0.541,0.591,1,1,0.15
1,-0.162,0.842,1,1,0.15
1,-0.336,0.572,1,1,0.15
1,-1.027,0.939,1,1,0.15
3,1.101,-0.479,3,3,0.15
2,0.122,-0.242,3,3,0.15
1,-0.73,0.578,1,1,0.15
2,-1.059,-0.539,2,2,0.15
2,-0.828,-0.77,2,2,0.15
3,0.524,-1.268,3,3,0.15
2,-0.996,-0.638,2,2,0.15
2,-0.593,-0.531,2,2,0.15
3,0.681,-1.128,3,3,0.15
3,0.534,-0.739,3,3,0.15
3,0.266,-0.499,3,3,0.15
1,-0.825,0.72,1,1,0.15
2,-0.577,-0.704,2,2,0.15
1,-0.504,0.829,1,1,0.15
2,-0.641,-0.78,2,2,0.15
2,-0.879,-0.679,2,2,0.15
3,0.848,-0.367,3,3,0.15
3,0.555,-1.136,3,3,0.15
0,0.223,0.751,0,0,0.15
2,-0.719,-0.69,2,2,0.15
2,-0.808,0.079,1,1,0.15
3,0.475,-0.789,3,3,0.15
3,0.205,-0.953,3,3,0.15
3,0.956,-0.834,3,3,0.15
3,0.963,-0.874,3,3,0.15
1,-0.399,0.631,1,1,0.15
0,0.609,0.308,0,0,0.15
0,0.794,0.564,0,0,0.15
1,-0.383,0.546,1,1,0.15
3,0.764,-0.475,3,3,0.15
0,0.702,0.52,0,0,0.15
1,-0.772,0.502,1,1,0.15
2,-1.421,-0.328,2,2,0.15
1,-0.284,0.85,1,1,0.15
3,0.798,-0.429,3,3,0.15
3,0.239,-0.738,3,3,0.15
1,-1.041,0.296,1,1,0.15
3,0.766,-0.367,3,3,0.15
2,-0.671,-0.823,2,2,0.15
1,-0.85,0.777,1,1,0.15
1,-0.673,0.727,1,1,0.15
1,-0.803,0.602,1,1,0.15
3,0.541,-0.878,3,3,0.15
2,-0.762,-0.546,2,2,0.15
1,-0.536,0.466,1,1,0.15
3,0.554,-0.77,3,3,0.15
1,-0.77,0.456,1,1,0.15
0,0.592,0.937,0,0,0.15
1,-0.8,1.132,1,1,0.15
1,-0.662,0.947,1,1,0.15
3,0.43,-0.826,3,3,0.15
2,-0.678,-0.214,2,2,0.15
1,-0.938,0.62,1,1,0.15
2,-1.013,-0.754,2,2,0.15
1,-0.954,1.145,1,1,0.15
1,-0.969,0.39,1,1,0.15
1,-0.85,0.887,1,1,0.15
2,-0.454,-0.623,2,2,0.15
1,-1.093,0.871,1,1,0.15
1,-0.937,0.661,1,1,0.15
