m,r1,r2,mrec_map,mrec_ml,N0
1,-0.604,0.58,1,1,0.2
2,-0.897,-0.641,2,2,0.2
2,-0.983,-0.593,2,2,0.2
1,-0.692,0.872,1,1,0.2
3,0.347,-0.818,3,3,0.2
3,1.012,-0.382,3,3,0.2
1,-1.158,0.472,1,1,0.2
3,1.077,-0.261,3,3,0.2
1,-0.632,1.095,1,1,0.2
2,-1.322,-0.739,2,2,0.2
3,0.776,-0.395,3,3,0.2
3,0.803,-0.878,3,3,0.2
3,1.045,-0.477,3,3,0.2
0,0.471,1.272,0,0,0.2
3,0.708,-0.93,3,3,0.2
1,-0.761,1.32,1,1,0.2
2,-0.857,-0.833,2,2,0.2
1,-0.574,0.398,1,1,0.2
2,-0.505,-0.657,2,2,0.2
1,-0.405,0.098,1,1,0.2
3,1.336,-0.636,3,3,0.2
1,-1.054,0.398,1,1,0.2
1,-0.635,0.252,1,1,0.2
3,0.4,-1.069,3,3,0.2
3,0.671,-0.926,3,3,0.2
1,-0.805,0.541,1,1,0.2
1,-0.364,1.289,1,1,0.2
1,-0.737,0.924,1,1,0.2
3,1.068,-0.365,3,3,0.2
1,-0.798,1.188,1,1,0.2
3,0.991,-1.354,3,3,0.2
2,0.137,-1.132,3,3,0.2
3,1.243,-0.499,3,3,0.2
1,-0.64,1.148,1,1,0.2
1,-0.954,1.226,1,1,0.2
1,-1.07,0.7,1,1,0.2
2,-1.222,-0.705,2,2,0.2
3,0.59,-0.419,3,3,0.2
2,-0.408,0.307,1,1,0.2
2,-0.181,-0.485,2,2,0.2
2,-0.64,-0.652,2,2,0.2
1,-0.985,1.227,1,1,0.2
1,-0.658,0.999,1,1,0.2
3,1.016,-0.672,3,3,0.2
1,-0.402,0.575,1,1,0.2
1,-1.052,0.808,1,1,0.2
1,-0.548,0.836,1,1,0.2
1,-0.109,0.902,1,1,0.2
3,0.787,-0.395,3,3,0.2
2,-0.519,-0.505,2,2,0.2
3,0.696,-0.867,3,3,0.2
3,0.6,-0.542,3,3,0.2
1,-0.785,0.627,1,1,0.2
3,0.159,-0.702,3,3,0.2
1,-0.743,0.682,1,1,0.2
2,-1.243,-0.821,2,2,0.2
1,-0.266,1.024,1,1,0.2
1,-0.831,0.833,1,1,0.2
2,-0.503,-0.678,2,2,0.2
3,0.914,-0.211,3,3,0.2
3,1.287,-1.054,3,3,0.2
